id;nama;deskripsi;jumlah;rarity;tahun_ditemukan
G824;Spiritual Emerald Robe of Earth;A/an Spiritual Robe that is made of Emerald. It radiates Spiritual energy and when used will imbue its actions with the attribute of Earth. Very rare!;7;S;1384
G825;Magical Jade Whip of Time;A/an Magical Whip that is made of Jade. It radiates Magical energy and when used will imbue its actions with the attribute of Time. Very rare!;3;S;1458
G826;Divine Sapphire Robe;A/an Divine Robe that is made of Sapphire. It has Divine origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;15;A;1117
G827;Chaotic Topaz Circlet;A/an Chaotic Circlet that is made of Topaz. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;15;A;280
G828;Chaotic Jade Crossbow;A/an Chaotic Crossbow that is made of Jade. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;20;A;1344
G829;Dwarven Steel Crossbow of Venom;A/an Dwarven Crossbow that is made of Steel. It radiates Dwarven energy and when used will imbue its actions with the attribute of Venom. Very rare!;4;S;633
G830;Explosive Iron Robe;A/an Explosive Robe that is made of Iron. It has Explosive origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;30;A;424
G831;Blessed Jade Grail of Darkness;A/an Blessed Grail that is made of Jade. It radiates Blessed energy and when used will imbue its actions with the attribute of Darkness. Very rare!;9;S;220
G832;Spiritual Gold Sword;A/an Spiritual Sword that is made of Gold. It has Spiritual origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;24;A;237
G833;Explosive Ruby Crossbow of Wood;A/an Explosive Crossbow that is made of Ruby. It radiates Explosive energy and when used will imbue its actions with the attribute of Wood. Very rare!;8;S;432
G834;Abyssal Copper Whip of Darkness;A/an Abyssal Whip that is made of Copper. It radiates Abyssal energy and when used will imbue its actions with the attribute of Darkness. Very rare!;5;S;750
G835;Blessed Iron Sword;A/an Blessed Sword that is made of Iron. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;12;A;879
G836;Chaotic Emerald Armor;A/an Chaotic Armor that is made of Emerald. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;22;A;186
G837;Explosive Sapphire Amulet of Death;A/an Explosive Amulet that is made of Sapphire. It radiates Explosive energy and when used will imbue its actions with the attribute of Death. Very rare!;7;S;371
G838;Grand Steel Saber;A/an Grand Saber that is made of Steel. It has Grand origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;11;A;719
G839;Grand Silver Cleats;A/an Grand Cleats that is made of Silver. It has Grand origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;11;A;289
G840;Magical Steel Tiara;A/an Magical Tiara that is made of Steel. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;24;A;627
G841;Divine Jade Tiara;A/an Divine Tiara that is made of Jade. It has Divine origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;9;A;740
G842;Blessed Sapphire Bow;A/an Blessed Bow that is made of Sapphire. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;24;A;183
G843;Corrupted Silver Tome;A/an Corrupted Tome that is made of Silver. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;8;A;39
G844;Poisonous Copper Tome;A/an Poisonous Tome that is made of Copper. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;16;A;40
G845;Chaotic Iron Cloak of Time;A/an Chaotic Cloak that is made of Iron. It radiates Chaotic energy and when used will imbue its actions with the attribute of Time. Very rare!;7;S;528
G846;Abyssal Steel Crown;A/an Abyssal Crown that is made of Steel. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;26;A;407
G847;Blessed Iron Grail;A/an Blessed Grail that is made of Iron. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;7;A;1032
G848;Explosive Sapphire Sword;A/an Explosive Sword that is made of Sapphire. It has Explosive origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;22;A;1112
G849;Chaotic Copper Bow;A/an Chaotic Bow that is made of Copper. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;16;A;245
G850;Chaotic Platinum Tome;A/an Chaotic Tome that is made of Platinum. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;19;A;1099
G851;Grand Emerald Key;A/an Grand Key that is made of Emerald. It has Grand origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;20;A;584
G852;Blessed Emerald Cloak;A/an Blessed Cloak that is made of Emerald. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;15;A;1179
G853;Elven Topaz Pauldrons;A/an Elven Pauldrons that is made of Topaz. It has Elven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;23;A;335
G854;Magical Platinum Sword;A/an Magical Sword that is made of Platinum. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;16;A;409
G855;Dwarven Silver Necklace;A/an Dwarven Necklace that is made of Silver. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;15;A;1293
G856;Spiritual Gold Robe;A/an Spiritual Robe that is made of Gold. It has Spiritual origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;25;A;1353
G857;Abyssal Emerald Greataxe of Light;A/an Abyssal Greataxe that is made of Emerald. It radiates Abyssal energy and when used will imbue its actions with the attribute of Light. Very rare!;5;S;91
G858;Abyssal Silver Tiara of Water;A/an Abyssal Tiara that is made of Silver. It radiates Abyssal energy and when used will imbue its actions with the attribute of Water. Very rare!;2;S;302
G859;Grand Iron Whip of Space;A/an Grand Whip that is made of Iron. It radiates Grand energy and when used will imbue its actions with the attribute of Space. Very rare!;2;S;1278
G860;Blessed Jade Tome;A/an Blessed Tome that is made of Jade. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;11;A;1305
G861;Elven Gold Bracelet;A/an Elven Bracelet that is made of Gold. It has Elven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;17;A;1463
G862;Ruby Robe;A/an Robe that is made of Ruby. Other than that it appears to have no special effects.;105;B;966
G863;Spiritual Jade Tome;A/an Spiritual Tome that is made of Jade. It has Spiritual origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;15;A;197
G864;Topaz Tome;A/an Tome that is made of Topaz. Other than that it appears to have no special effects.;17;B;1271
G865;Explosive Copper Cloak of Space;A/an Explosive Cloak that is made of Copper. It radiates Explosive energy and when used will imbue its actions with the attribute of Space. Very rare!;1;S;12
G866;Dwarven Silver Amulet of Ice;A/an Dwarven Amulet that is made of Silver. It radiates Dwarven energy and when used will imbue its actions with the attribute of Ice. Very rare!;2;S;1098
G867;Explosive Platinum Sword;A/an Explosive Sword that is made of Platinum. It has Explosive origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;17;A;1150
G868;Explosive Ruby Tome of Life;A/an Explosive Tome that is made of Ruby. It radiates Explosive energy and when used will imbue its actions with the attribute of Life. Very rare!;4;S;1223
G869;Gold Hairpin;A/an Hairpin that is made of Gold. Other than that it appears to have no special effects.;28;B;1325
G870;Evil Platinum Armor;A/an Evil Armor that is made of Platinum. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;6;A;886
G871;Poisonous Platinum Tome;A/an Poisonous Tome that is made of Platinum. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;8;A;361
G872;Grand Emerald Cloak of Death;A/an Grand Cloak that is made of Emerald. It radiates Grand energy and when used will imbue its actions with the attribute of Death. Very rare!;7;S;1306
G873;Poisonous Topaz Ring;A/an Poisonous Ring that is made of Topaz. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;11;A;1441
G874;Poisonous Topaz Shield of Earth;A/an Poisonous Shield that is made of Topaz. It radiates Poisonous energy and when used will imbue its actions with the attribute of Earth. Very rare!;3;S;425
G875;Spiritual Jade Saber;A/an Spiritual Saber that is made of Jade. It has Spiritual origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;27;A;999
G876;Dwarven Gold Whip;A/an Dwarven Whip that is made of Gold. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;17;A;50
G877;Spiritual Silver Saber;A/an Spiritual Saber that is made of Silver. It has Spiritual origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;30;A;827
G878;Abyssal Jade Shield;A/an Abyssal Shield that is made of Jade. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;27;A;410
G879;Abyssal Topaz Crown;A/an Abyssal Crown that is made of Topaz. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;18;A;609
G880;Spiritual Silver Tome;A/an Spiritual Tome that is made of Silver. It has Spiritual origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;7;A;1254
G881;Evil Gold Armor of Light;A/an Evil Armor that is made of Gold. It radiates Evil energy and when used will imbue its actions with the attribute of Light. Very rare!;4;S;54
G882;Blessed Steel Amulet;A/an Blessed Amulet that is made of Steel. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;14;A;24
G883;Magical Silver Ring;A/an Magical Ring that is made of Silver. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;27;A;401
G884;Blessed Jade Cleats of Space;A/an Blessed Cleats that is made of Jade. It radiates Blessed energy and when used will imbue its actions with the attribute of Space. Very rare!;2;S;385
G885;Dwarven Jade Robe of Light;A/an Dwarven Robe that is made of Jade. It radiates Dwarven energy and when used will imbue its actions with the attribute of Light. Very rare!;1;S;1262
G886;Poisonous Gold Hairpin;A/an Poisonous Hairpin that is made of Gold. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;14;A;1339
G887;Explosive Emerald Pauldrons;A/an Explosive Pauldrons that is made of Emerald. It has Explosive origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;23;A;634
G888;Magical Platinum Whip;A/an Magical Whip that is made of Platinum. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;23;A;318
G889;Abyssal Iron Crown of Space;A/an Abyssal Crown that is made of Iron. It radiates Abyssal energy and when used will imbue its actions with the attribute of Space. Very rare!;9;S;756
G890;Spiritual Gold Tome;A/an Spiritual Tome that is made of Gold. It has Spiritual origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;18;A;416
G891;Blessed Jade Necklace;A/an Blessed Necklace that is made of Jade. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;23;A;974
G892;Elven Iron Tome;A/an Elven Tome that is made of Iron. It has Elven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;23;A;873
G893;Elven Silver Circlet of Light;A/an Elven Circlet that is made of Silver. It radiates Elven energy and when used will imbue its actions with the attribute of Light. Very rare!;8;S;47
G894;Poisonous Gold Armor of Wood;A/an Poisonous Armor that is made of Gold. It radiates Poisonous energy and when used will imbue its actions with the attribute of Wood. Very rare!;5;S;736
G895;Chaotic Topaz Crown of Time;A/an Chaotic Crown that is made of Topaz. It radiates Chaotic energy and when used will imbue its actions with the attribute of Time. Very rare!;1;S;614
G896;Grand Copper Cleats;A/an Grand Cleats that is made of Copper. It has Grand origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;19;A;377
G897;Divine Topaz Whip of Venom;A/an Divine Whip that is made of Topaz. It radiates Divine energy and when used will imbue its actions with the attribute of Venom. Very rare!;5;S;931
G898;Magical Copper Armor;A/an Magical Armor that is made of Copper. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;7;A;645
G899;Spiritual Topaz Whip of Death;A/an Spiritual Whip that is made of Topaz. It radiates Spiritual energy and when used will imbue its actions with the attribute of Death. Very rare!;4;S;1003
G900;Spiritual Sapphire Cloak;A/an Spiritual Cloak that is made of Sapphire. It has Spiritual origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;19;A;65
G901;Divine Iron Cloak of Darkness;A/an Divine Cloak that is made of Iron. It radiates Divine energy and when used will imbue its actions with the attribute of Darkness. Very rare!;5;S;52
G902;Elven Silver Whip of Magma;A/an Elven Whip that is made of Silver. It radiates Elven energy and when used will imbue its actions with the attribute of Magma. Very rare!;2;S;15
G903;Grand Jade Circlet of Magma;A/an Grand Circlet that is made of Jade. It radiates Grand energy and when used will imbue its actions with the attribute of Magma. Very rare!;1;S;1488
G904;Corrupted Silver Ring;A/an Corrupted Ring that is made of Silver. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;30;A;1091
G905;Abyssal Silver Shield;A/an Abyssal Shield that is made of Silver. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;26;A;316
G906;Divine Steel Crown;A/an Divine Crown that is made of Steel. It has Divine origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;27;A;970
G907;Abyssal Iron Bracelet;A/an Abyssal Bracelet that is made of Iron. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;13;A;861
G908;Spiritual Sapphire Ring of Ice;A/an Spiritual Ring that is made of Sapphire. It radiates Spiritual energy and when used will imbue its actions with the attribute of Ice. Very rare!;1;S;473
G909;Elven Steel Sword;A/an Elven Sword that is made of Steel. It has Elven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;17;A;1311
G910;Abyssal Iron Robe;A/an Abyssal Robe that is made of Iron. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;30;A;1109
G911;Dwarven Steel Bracelet;A/an Dwarven Bracelet that is made of Steel. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;10;A;626
G912;Dwarven Silver Robe;A/an Dwarven Robe that is made of Silver. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;8;A;583
G913;Explosive Gold Robe;A/an Explosive Robe that is made of Gold. It has Explosive origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;20;A;617
G914;Dwarven Gold Robe;A/an Dwarven Robe that is made of Gold. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;27;A;1093
G915;Corrupted Sapphire Whip;A/an Corrupted Whip that is made of Sapphire. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;13;A;929
G916;Explosive Iron Grail of Venom;A/an Explosive Grail that is made of Iron. It radiates Explosive energy and when used will imbue its actions with the attribute of Venom. Very rare!;4;S;585
G917;Explosive Sapphire Tiara of Death;A/an Explosive Tiara that is made of Sapphire. It radiates Explosive energy and when used will imbue its actions with the attribute of Death. Very rare!;9;S;752
G918;Magical Emerald Grail;A/an Magical Grail that is made of Emerald. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;15;A;333
G919;Magical Jade Bow;A/an Magical Bow that is made of Jade. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;29;A;1350
G920;Abyssal Gold Sword;A/an Abyssal Sword that is made of Gold. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;12;A;438
G921;Abyssal Gold Ring;A/an Abyssal Ring that is made of Gold. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;17;A;509
G922;Corrupted Jade Bow;A/an Corrupted Bow that is made of Jade. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;17;A;628
G923;Spiritual Ruby Crossbow;A/an Spiritual Crossbow that is made of Ruby. It has Spiritual origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;11;A;438
G924;Abyssal Emerald Whip;A/an Abyssal Whip that is made of Emerald. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;26;A;803
G925;Explosive Steel Grail;A/an Explosive Grail that is made of Steel. It has Explosive origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;26;A;723
G926;Explosive Emerald Grail;A/an Explosive Grail that is made of Emerald. It has Explosive origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;9;A;743
G927;Grand Topaz Tiara;A/an Grand Tiara that is made of Topaz. It has Grand origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;10;A;338
G928;Poisonous Sapphire Ring;A/an Poisonous Ring that is made of Sapphire. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;14;A;1137
G929;Evil Silver Key;A/an Evil Key that is made of Silver. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;9;A;1280
G930;Magical Platinum Crown;A/an Magical Crown that is made of Platinum. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;9;A;1203
G931;Elven Platinum Tome of Life;A/an Elven Tome that is made of Platinum. It radiates Elven energy and when used will imbue its actions with the attribute of Life. Very rare!;7;S;1167
G932;Chaotic Jade Bow of Water;A/an Chaotic Bow that is made of Jade. It radiates Chaotic energy and when used will imbue its actions with the attribute of Water. Very rare!;7;S;302
G933;Corrupted Ruby Saber;A/an Corrupted Saber that is made of Ruby. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;29;A;1426
G934;Blessed Steel Sword;A/an Blessed Sword that is made of Steel. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;29;A;614
G935;Divine Copper Cleats of Wind;A/an Divine Cleats that is made of Copper. It radiates Divine energy and when used will imbue its actions with the attribute of Wind. Very rare!;5;S;58
G936;Explosive Topaz Armor of Wood;A/an Explosive Armor that is made of Topaz. It radiates Explosive energy and when used will imbue its actions with the attribute of Wood. Very rare!;5;S;617
G937;Divine Emerald Circlet of Death;A/an Divine Circlet that is made of Emerald. It radiates Divine energy and when used will imbue its actions with the attribute of Death. Very rare!;5;S;127
G938;Poisonous Sapphire Saber of Lightning;A/an Poisonous Saber that is made of Sapphire. It radiates Poisonous energy and when used will imbue its actions with the attribute of Lightning. Very rare!;9;S;1187
G939;Spiritual Silver Sword;A/an Spiritual Sword that is made of Silver. It has Spiritual origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;12;A;889
G940;Divine Copper Tiara;A/an Divine Tiara that is made of Copper. It has Divine origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;8;A;1261
G941;Abyssal Copper Key;A/an Abyssal Key that is made of Copper. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;11;A;371
G942;Magical Silver Crown;A/an Magical Crown that is made of Silver. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;7;A;1069
G943;Divine Ruby Armor of Darkness;A/an Divine Armor that is made of Ruby. It radiates Divine energy and when used will imbue its actions with the attribute of Darkness. Very rare!;9;S;947
G944;Abyssal Platinum Shield;A/an Abyssal Shield that is made of Platinum. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;18;A;1375
G945;Elven Copper Ring;A/an Elven Ring that is made of Copper. It has Elven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;5;A;790
G946;Poisonous Gold Shield;A/an Poisonous Shield that is made of Gold. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;11;A;1287
G947;Grand Ruby Pauldrons of Death;A/an Grand Pauldrons that is made of Ruby. It radiates Grand energy and when used will imbue its actions with the attribute of Death. Very rare!;6;S;395
G948;Divine Jade Grail;A/an Divine Grail that is made of Jade. It has Divine origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;24;A;1232
G949;Poisonous Topaz Tiara;A/an Poisonous Tiara that is made of Topaz. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;25;A;990
G950;Divine Platinum Robe;A/an Divine Robe that is made of Platinum. It has Divine origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;27;A;1001
G951;Poisonous Ruby Hairpin;A/an Poisonous Hairpin that is made of Ruby. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;23;A;512
G952;Corrupted Silver Tome of Venom;A/an Corrupted Tome that is made of Silver. It radiates Corrupted energy and when used will imbue its actions with the attribute of Venom. Very rare!;4;S;451
G953;Abyssal Ruby Key;A/an Abyssal Key that is made of Ruby. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;17;A;1366
G954;Spiritual Sapphire Shield;A/an Spiritual Shield that is made of Sapphire. It has Spiritual origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;22;A;1159
G955;Abyssal Emerald Robe;A/an Abyssal Robe that is made of Emerald. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;9;A;371
G956;Dwarven Gold Crossbow;A/an Dwarven Crossbow that is made of Gold. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;20;A;894
G957;Poisonous Sapphire Crossbow;A/an Poisonous Crossbow that is made of Sapphire. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;13;A;1336
G958;Abyssal Emerald Whip of Light;A/an Abyssal Whip that is made of Emerald. It radiates Abyssal energy and when used will imbue its actions with the attribute of Light. Very rare!;7;S;309
G959;Chaotic Jade Greataxe;A/an Chaotic Greataxe that is made of Jade. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;15;A;452
G960;Chaotic Gold Bracelet;A/an Chaotic Bracelet that is made of Gold. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;29;A;1335
G961;Chaotic Copper Grail;A/an Chaotic Grail that is made of Copper. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;22;A;1283
G962;Poisonous Iron Whip;A/an Poisonous Whip that is made of Iron. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;21;A;371
G963;Corrupted Jade Amulet;A/an Corrupted Amulet that is made of Jade. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;8;A;1241
G964;Magical Ruby Cloak;A/an Magical Cloak that is made of Ruby. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;23;A;311
G965;Abyssal Steel Key;A/an Abyssal Key that is made of Steel. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;21;A;1045
G966;Abyssal Silver Robe;A/an Abyssal Robe that is made of Silver. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;14;A;1251
G967;Elven Emerald Crossbow of Magma;A/an Elven Crossbow that is made of Emerald. It radiates Elven energy and when used will imbue its actions with the attribute of Magma. Very rare!;3;S;746
G968;Spiritual Iron Greataxe;A/an Spiritual Greataxe that is made of Iron. It has Spiritual origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;9;A;862
G969;Blessed Silver Necklace;A/an Blessed Necklace that is made of Silver. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;26;A;831
G970;Spiritual Silver Amulet;A/an Spiritual Amulet that is made of Silver. It has Spiritual origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;29;A;543
G971;Dwarven Steel Amulet;A/an Dwarven Amulet that is made of Steel. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;14;A;1371
G972;Magical Topaz Sword of Water;A/an Magical Sword that is made of Topaz. It radiates Magical energy and when used will imbue its actions with the attribute of Water. Very rare!;8;S;1434
G973;Abyssal Topaz Bow of Life;A/an Abyssal Bow that is made of Topaz. It radiates Abyssal energy and when used will imbue its actions with the attribute of Life. Very rare!;5;S;597
G974;Chaotic Silver Sword of Space;A/an Chaotic Sword that is made of Silver. It radiates Chaotic energy and when used will imbue its actions with the attribute of Space. Very rare!;9;S;862
G975;Abyssal Steel Bracelet;A/an Abyssal Bracelet that is made of Steel. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;19;A;602
G976;Blessed Silver Tome;A/an Blessed Tome that is made of Silver. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;9;A;1307
G977;Elven Gold Pauldrons of Magma;A/an Elven Pauldrons that is made of Gold. It radiates Elven energy and when used will imbue its actions with the attribute of Magma. Very rare!;3;S;135
G978;Evil Topaz Whip of Wood;A/an Evil Whip that is made of Topaz. It radiates Evil energy and when used will imbue its actions with the attribute of Wood. Very rare!;4;S;432
G979;Corrupted Sapphire Cleats;A/an Corrupted Cleats that is made of Sapphire. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;14;A;936
G980;Divine Jade Cleats;A/an Divine Cleats that is made of Jade. It has Divine origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;24;A;812
G981;Evil Ruby Greataxe;A/an Evil Greataxe that is made of Ruby. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;23;A;192
G982;Spiritual Iron Crossbow of Wood;A/an Spiritual Crossbow that is made of Iron. It radiates Spiritual energy and when used will imbue its actions with the attribute of Wood. Very rare!;1;S;1280
G983;Dwarven Silver Shield of Death;A/an Dwarven Shield that is made of Silver. It radiates Dwarven energy and when used will imbue its actions with the attribute of Death. Very rare!;6;S;800
G984;Blessed Silver Greataxe of Life;A/an Blessed Greataxe that is made of Silver. It radiates Blessed energy and when used will imbue its actions with the attribute of Life. Very rare!;5;S;1109
G985;Magical Silver Necklace;A/an Magical Necklace that is made of Silver. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;16;A;1369
G986;Chaotic Topaz Crown;A/an Chaotic Crown that is made of Topaz. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;6;A;1126
G987;Grand Emerald Robe;A/an Grand Robe that is made of Emerald. It has Grand origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;10;A;1026
G988;Abyssal Emerald Key;A/an Abyssal Key that is made of Emerald. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;6;A;87
G989;Evil Iron Shield;A/an Evil Shield that is made of Iron. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;18;A;416
G990;Chaotic Silver Shield;A/an Chaotic Shield that is made of Silver. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;28;A;397
G991;Magical Steel Cleats of Lightning;A/an Magical Cleats that is made of Steel. It radiates Magical energy and when used will imbue its actions with the attribute of Lightning. Very rare!;2;S;928
G992;Corrupted Jade Greataxe;A/an Corrupted Greataxe that is made of Jade. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;16;A;1060
G993;Spiritual Jade Saber of Space;A/an Spiritual Saber that is made of Jade. It radiates Spiritual energy and when used will imbue its actions with the attribute of Space. Very rare!;4;S;862
G994;Spiritual Steel Pauldrons;A/an Spiritual Pauldrons that is made of Steel. It has Spiritual origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;19;A;662
G995;Abyssal Steel Necklace;A/an Abyssal Necklace that is made of Steel. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;28;A;115
G996;Elven Copper Robe;A/an Elven Robe that is made of Copper. It has Elven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;30;A;586
G997;Divine Emerald Bow;A/an Divine Bow that is made of Emerald. It has Divine origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;22;A;595
G998;Abyssal Ruby Bracelet of Ice;A/an Abyssal Bracelet that is made of Ruby. It radiates Abyssal energy and when used will imbue its actions with the attribute of Ice. Very rare!;4;S;731
G999;Steel Crown;A/an Crown that is made of Steel. Other than that it appears to have no special effects.;99;B;1198
