id;nama;deskripsi;jumlah;rarity
C861;Magical Ruby Potions of Tempering;Magical Potions that are seemingly made of Ruby. They radiate Magical energy and when used/consumed will have the effect of Tempering. Very rare!;6;S
C862;Grand Ruby Apples of Flying;Grand Apples that are seemingly made of Ruby. They radiate Grand energy and when used/consumed will have the effect of Flying. Very rare!;4;S
C863;Poisonous Topaz Essences;Poisonous Essences that are seemingly made of Topaz. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;20;A
C864;Elven Gold Pears;Elven Pears that are seemingly made of Gold. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;16;A
C865;Abyssal Gold Panties;Abyssal Panties that are seemingly made of Gold. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;23;A
C866;Evil Copper Panties;Evil Panties that are seemingly made of Copper. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;19;A
C867;Divine Copper Pears;Divine Pears that are seemingly made of Copper. They radiate Divine energy and their effects are unknown though one might surmise them from its name.;20;A
C868;Dwarven Gold Liquids;Dwarven Liquids that are seemingly made of Gold. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;27;A
C869;Divine Ruby Sigils;Divine Sigils that are seemingly made of Ruby. They radiate Divine energy and their effects are unknown though one might surmise them from its name.;13;A
C870;Poisonous Gold Peaches of Death;Poisonous Peaches that are seemingly made of Gold. They radiate Poisonous energy and when used/consumed will have the effect of Death. Very rare!;6;S
C871;Grand Steel Salmon of Entrancement;Grand Salmon that are seemingly made of Steel. They radiate Grand energy and when used/consumed will have the effect of Entrancement. Very rare!;6;S
C872;Grand Silver Pearls;Grand Pearls that are seemingly made of Silver. They radiate Grand energy and their effects are unknown though one might surmise them from its name.;17;A
C873;Dwarven Platinum Smoothies;Dwarven Smoothies that are seemingly made of Platinum. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;23;A
C874;Poisonous Gold Essences;Poisonous Essences that are seemingly made of Gold. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;12;A
C875;Corrupted Topaz Smoothies;Corrupted Smoothies that are seemingly made of Topaz. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;29;A
C876;Magical Sapphire Essences of Rejuvenation;Magical Essences that are seemingly made of Sapphire. They radiate Magical energy and when used/consumed will have the effect of Rejuvenation. Very rare!;9;S
C877;Abyssal Ruby Bread Cloves of Fulfilling;Abyssal Bread Cloves that are seemingly made of Ruby. They radiate Abyssal energy and when used/consumed will have the effect of Fulfilling. Very rare!;5;S
C878;Grand Sapphire Mushrooms of Rejuvenation;Grand Mushrooms that are seemingly made of Sapphire. They radiate Grand energy and when used/consumed will have the effect of Rejuvenation. Very rare!;8;S
C879;Abyssal Iron Sigils;Abyssal Sigils that are seemingly made of Iron. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;20;A
C880;Chaotic Steel Milk Cartons of Fulfilling;Chaotic Milk Cartons that are seemingly made of Steel. They radiate Chaotic energy and when used/consumed will have the effect of Fulfilling. Very rare!;6;S
C881;Chaotic Emerald Milk Cartons;Chaotic Milk Cartons that are seemingly made of Emerald. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;10;A
C882;Elven Sapphire Cupcakes of Incitement;Elven Cupcakes that are seemingly made of Sapphire. They radiate Elven energy and when used/consumed will have the effect of Incitement. Very rare!;9;S
C883;Explosive Silver Beads of Memorization;Explosive Beads that are seemingly made of Silver. They radiate Explosive energy and when used/consumed will have the effect of Memorization. Very rare!;2;S
C884;Spiritual Steel Sigils;Spiritual Sigils that are seemingly made of Steel. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;30;A
C885;Dwarven Jade Carps;Dwarven Carps that are seemingly made of Jade. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;9;A
C886;Magical Iron Salmon;Magical Salmon that are seemingly made of Iron. They radiate Magical energy and their effects are unknown though one might surmise them from its name.;14;A
C887;Elven Silver Apples of Fulfilling;Elven Apples that are seemingly made of Silver. They radiate Elven energy and when used/consumed will have the effect of Fulfilling. Very rare!;7;S
C888;Elven Copper Mushrooms of Immortality;Elven Mushrooms that are seemingly made of Copper. They radiate Elven energy and when used/consumed will have the effect of Immortality. Very rare!;1;S
C889;Evil Steel Smoothies;Evil Smoothies that are seemingly made of Steel. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;7;A
C890;Chaotic Iron Pearls;Chaotic Pearls that are seemingly made of Iron. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;11;A
C891;Dwarven Iron Apples of Immortality;Dwarven Apples that are seemingly made of Iron. They radiate Dwarven energy and when used/consumed will have the effect of Immortality. Very rare!;1;S
C892;Dwarven Topaz Pills;Dwarven Pills that are seemingly made of Topaz. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;16;A
C893;Chaotic Copper Arrows;Chaotic Arrows that are seemingly made of Copper. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;23;A
C894;Explosive Platinum Peaches;Explosive Peaches that are seemingly made of Platinum. They radiate Explosive energy and their effects are unknown though one might surmise them from its name.;19;A
C895;Blessed Iron Salmon;Blessed Salmon that are seemingly made of Iron. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;29;A
C896;Evil Gold Mushrooms of Infatuation;Evil Mushrooms that are seemingly made of Gold. They radiate Evil energy and when used/consumed will have the effect of Infatuation. Very rare!;4;S
C897;Abyssal Emerald Essences of Infatuation;Abyssal Essences that are seemingly made of Emerald. They radiate Abyssal energy and when used/consumed will have the effect of Infatuation. Very rare!;8;S
C898;Blessed Jade Bread Cloves;Blessed Bread Cloves that are seemingly made of Jade. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;13;A
C899;Chaotic Jade Panties;Chaotic Panties that are seemingly made of Jade. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;27;A
C900;Abyssal Topaz Smoothies;Abyssal Smoothies that are seemingly made of Topaz. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;26;A
C901;Magical Jade Juices of Focus;Magical Juices that are seemingly made of Jade. They radiate Magical energy and when used/consumed will have the effect of Focus. Very rare!;3;S
C902;Corrupted Silver Salmon;Corrupted Salmon that are seemingly made of Silver. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;12;A
C903;Poisonous Copper Mushrooms;Poisonous Mushrooms that are seemingly made of Copper. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;24;A
C904;Spiritual Steel Pills;Spiritual Pills that are seemingly made of Steel. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;12;A
C905;Corrupted Ruby Potions;Corrupted Potions that are seemingly made of Ruby. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;10;A
C906;Poisonous Jade Potions;Poisonous Potions that are seemingly made of Jade. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;24;A
C907;Abyssal Topaz Potions;Abyssal Potions that are seemingly made of Topaz. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;10;A
C908;Divine Sapphire Pears of Immortality;Divine Pears that are seemingly made of Sapphire. They radiate Divine energy and when used/consumed will have the effect of Immortality. Very rare!;7;S
C909;Elven Iron Milk Cartons;Elven Milk Cartons that are seemingly made of Iron. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;30;A
C910;Abyssal Platinum Pearls of Invigoration;Abyssal Pearls that are seemingly made of Platinum. They radiate Abyssal energy and when used/consumed will have the effect of Invigoration. Very rare!;3;S
C911;Chaotic Iron Pears;Chaotic Pears that are seemingly made of Iron. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;26;A
C912;Abyssal Jade Liquids;Abyssal Liquids that are seemingly made of Jade. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;13;A
C913;Elven Emerald Bread Cloves of Immortality;Elven Bread Cloves that are seemingly made of Emerald. They radiate Elven energy and when used/consumed will have the effect of Immortality. Very rare!;9;S
C914;Explosive Platinum Smoothies of Death;Explosive Smoothies that are seemingly made of Platinum. They radiate Explosive energy and when used/consumed will have the effect of Death. Very rare!;3;S
C915;Chaotic Jade Pearls;Chaotic Pearls that are seemingly made of Jade. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;9;A
C916;Grand Sapphire Carps;Grand Carps that are seemingly made of Sapphire. They radiate Grand energy and their effects are unknown though one might surmise them from its name.;21;A
C917;Evil Silver Potions;Evil Potions that are seemingly made of Silver. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;20;A
C918;Poisonous Jade Cupcakes;Poisonous Cupcakes that are seemingly made of Jade. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;13;A
C919;Corrupted Steel Mushrooms of Immortality;Corrupted Mushrooms that are seemingly made of Steel. They radiate Corrupted energy and when used/consumed will have the effect of Immortality. Very rare!;5;S
C920;Spiritual Steel Potions;Spiritual Potions that are seemingly made of Steel. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;29;A
C921;Spiritual Iron Apples;Spiritual Apples that are seemingly made of Iron. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;10;A
C922;Corrupted Ruby Sigils;Corrupted Sigils that are seemingly made of Ruby. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;5;A
C923;Jade Liquids;Liquids that seem to be made of Jade. Other than that they appear to have no special effects.;33;B
C924;Magical Jade Juices;Magical Juices that are seemingly made of Jade. They radiate Magical energy and their effects are unknown though one might surmise them from its name.;25;A
C925;Grand Ruby Potions of Death;Grand Potions that are seemingly made of Ruby. They radiate Grand energy and when used/consumed will have the effect of Death. Very rare!;1;S
C926;Chaotic Gold Pears of Tempering;Chaotic Pears that are seemingly made of Gold. They radiate Chaotic energy and when used/consumed will have the effect of Tempering. Very rare!;8;S
C927;Spiritual Ruby Sigils;Spiritual Sigils that are seemingly made of Ruby. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;5;A
C928;Magical Gold Pearls;Magical Pearls that are seemingly made of Gold. They radiate Magical energy and their effects are unknown though one might surmise them from its name.;13;A
C929;Spiritual Jade Sigils;Spiritual Sigils that are seemingly made of Jade. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;25;A
C930;Corrupted Copper Energy Drinks of Infatuation;Corrupted Energy Drinks that are seemingly made of Copper. They radiate Corrupted energy and when used/consumed will have the effect of Infatuation. Very rare!;6;S
C931;Magical Ruby Candies of Rejuvenation;Magical Candies that are seemingly made of Ruby. They radiate Magical energy and when used/consumed will have the effect of Rejuvenation. Very rare!;2;S
C932;Chaotic Jade Bread Cloves of Healing;Chaotic Bread Cloves that are seemingly made of Jade. They radiate Chaotic energy and when used/consumed will have the effect of Healing. Very rare!;6;S
C933;Poisonous Jade Beads;Poisonous Beads that are seemingly made of Jade. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;27;A
C934;Evil Silver Peaches of Death;Evil Peaches that are seemingly made of Silver. They radiate Evil energy and when used/consumed will have the effect of Death. Very rare!;7;S
C935;Dwarven Gold Panties;Dwarven Panties that are seemingly made of Gold. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;20;A
C936;Blessed Copper Beads;Blessed Beads that are seemingly made of Copper. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;23;A
C937;Blessed Steel Pearls of Flying;Blessed Pearls that are seemingly made of Steel. They radiate Blessed energy and when used/consumed will have the effect of Flying. Very rare!;6;S
C938;Elven Silver Pears of Telekinesis;Elven Pears that are seemingly made of Silver. They radiate Elven energy and when used/consumed will have the effect of Telekinesis. Very rare!;8;S
C939;Chaotic Sapphire Liquids;Chaotic Liquids that are seemingly made of Sapphire. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;5;A
C940;Blessed Emerald Sigils of Infatuation;Blessed Sigils that are seemingly made of Emerald. They radiate Blessed energy and when used/consumed will have the effect of Infatuation. Very rare!;9;S
C941;Chaotic Jade Cupcakes;Chaotic Cupcakes that are seemingly made of Jade. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;18;A
C942;Evil Steel Energy Drinks;Evil Energy Drinks that are seemingly made of Steel. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;28;A
C943;Magical Ruby Cupcakes;Magical Cupcakes that are seemingly made of Ruby. They radiate Magical energy and their effects are unknown though one might surmise them from its name.;27;A
C944;Evil Topaz Smoothies of Flying;Evil Smoothies that are seemingly made of Topaz. They radiate Evil energy and when used/consumed will have the effect of Flying. Very rare!;4;S
C945;Spiritual Steel Smoothies;Spiritual Smoothies that are seemingly made of Steel. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;15;A
C946;Poisonous Iron Salmon;Poisonous Salmon that are seemingly made of Iron. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;12;A
C947;Evil Gold Bread Cloves of Focus;Evil Bread Cloves that are seemingly made of Gold. They radiate Evil energy and when used/consumed will have the effect of Focus. Very rare!;4;S
C948;Evil Gold Panties;Evil Panties that are seemingly made of Gold. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;16;A
C949;Poisonous Silver Candies of Flying;Poisonous Candies that are seemingly made of Silver. They radiate Poisonous energy and when used/consumed will have the effect of Flying. Very rare!;3;S
C950;Abyssal Jade Pearls of Immortality;Abyssal Pearls that are seemingly made of Jade. They radiate Abyssal energy and when used/consumed will have the effect of Immortality. Very rare!;4;S
C951;Grand Steel Pills;Grand Pills that are seemingly made of Steel. They radiate Grand energy and their effects are unknown though one might surmise them from its name.;17;A
C952;Magical Topaz Panties of Focus;Magical Panties that are seemingly made of Topaz. They radiate Magical energy and when used/consumed will have the effect of Focus. Very rare!;3;S
C953;Corrupted Sapphire Essences of Memorization;Corrupted Essences that are seemingly made of Sapphire. They radiate Corrupted energy and when used/consumed will have the effect of Memorization. Very rare!;6;S
C954;Evil Sapphire Beads of Immortality;Evil Beads that are seemingly made of Sapphire. They radiate Evil energy and when used/consumed will have the effect of Immortality. Very rare!;5;S
C955;Chaotic Sapphire Essences of Invigoration;Chaotic Essences that are seemingly made of Sapphire. They radiate Chaotic energy and when used/consumed will have the effect of Invigoration. Very rare!;5;S
C956;Chaotic Iron Candies;Chaotic Candies that are seemingly made of Iron. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;21;A
C957;Dwarven Platinum Sigils of Invigoration;Dwarven Sigils that are seemingly made of Platinum. They radiate Dwarven energy and when used/consumed will have the effect of Invigoration. Very rare!;8;S
C958;Chaotic Emerald Panties;Chaotic Panties that are seemingly made of Emerald. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;23;A
C959;Poisonous Sapphire Potions of Restoration;Poisonous Potions that are seemingly made of Sapphire. They radiate Poisonous energy and when used/consumed will have the effect of Restoration. Very rare!;5;S
C960;Dwarven Emerald Sigils;Dwarven Sigils that are seemingly made of Emerald. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;14;A
C961;Dwarven Jade Peaches;Dwarven Peaches that are seemingly made of Jade. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;14;A
C962;Spiritual Copper Candies;Spiritual Candies that are seemingly made of Copper. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;14;A
C963;Grand Ruby Mushrooms;Grand Mushrooms that are seemingly made of Ruby. They radiate Grand energy and their effects are unknown though one might surmise them from its name.;23;A
C964;Blessed Gold Arrows of Memorization;Blessed Arrows that are seemingly made of Gold. They radiate Blessed energy and when used/consumed will have the effect of Memorization. Very rare!;2;S
C965;Poisonous Silver Sigils;Poisonous Sigils that are seemingly made of Silver. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;20;A
C966;Abyssal Gold Smoothies;Abyssal Smoothies that are seemingly made of Gold. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;27;A
C967;Corrupted Silver Energy Drinks;Corrupted Energy Drinks that are seemingly made of Silver. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;27;A
C968;Divine Sapphire Energy Drinks;Divine Energy Drinks that are seemingly made of Sapphire. They radiate Divine energy and their effects are unknown though one might surmise them from its name.;27;A
C969;Abyssal Silver Essences;Abyssal Essences that are seemingly made of Silver. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;17;A
C970;Evil Platinum Milk Cartons;Evil Milk Cartons that are seemingly made of Platinum. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;18;A
C971;Gold Liquids;Liquids that seem to be made of Gold. Other than that they appear to have no special effects.;147;B
C972;Dwarven Topaz Arrows of Telekinesis;Dwarven Arrows that are seemingly made of Topaz. They radiate Dwarven energy and when used/consumed will have the effect of Telekinesis. Very rare!;2;S
C973;Spiritual Copper Cupcakes;Spiritual Cupcakes that are seemingly made of Copper. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;6;A
C974;Blessed Jade Sigils of Telekinesis;Blessed Sigils that are seemingly made of Jade. They radiate Blessed energy and when used/consumed will have the effect of Telekinesis. Very rare!;4;S
C975;Poisonous Platinum Essences of Immortality;Poisonous Essences that are seemingly made of Platinum. They radiate Poisonous energy and when used/consumed will have the effect of Immortality. Very rare!;8;S
C976;Abyssal Jade Apples of Healing;Abyssal Apples that are seemingly made of Jade. They radiate Abyssal energy and when used/consumed will have the effect of Healing. Very rare!;8;S
C977;Elven Ruby Cupcakes;Elven Cupcakes that are seemingly made of Ruby. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;24;A
C978;Poisonous Sapphire Juices;Poisonous Juices that are seemingly made of Sapphire. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;5;A
C979;Chaotic Copper Mushrooms of Focus;Chaotic Mushrooms that are seemingly made of Copper. They radiate Chaotic energy and when used/consumed will have the effect of Focus. Very rare!;6;S
C980;Abyssal Gold Peaches;Abyssal Peaches that are seemingly made of Gold. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;5;A
C981;Abyssal Sapphire Pears;Abyssal Pears that are seemingly made of Sapphire. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;19;A
C982;Abyssal Emerald Potions;Abyssal Potions that are seemingly made of Emerald. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;19;A
C983;Elven Platinum Pills;Elven Pills that are seemingly made of Platinum. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;26;A
C984;Corrupted Sapphire Bread Cloves of Fulfilling;Corrupted Bread Cloves that are seemingly made of Sapphire. They radiate Corrupted energy and when used/consumed will have the effect of Fulfilling. Very rare!;3;S
C985;Elven Platinum Panties;Elven Panties that are seemingly made of Platinum. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;11;A
C986;Spiritual Iron Essences;Spiritual Essences that are seemingly made of Iron. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;16;A
C987;Abyssal Platinum Salmon of Flying;Abyssal Salmon that are seemingly made of Platinum. They radiate Abyssal energy and when used/consumed will have the effect of Flying. Very rare!;5;S
C988;Grand Jade Essences of Focus;Grand Essences that are seemingly made of Jade. They radiate Grand energy and when used/consumed will have the effect of Focus. Very rare!;4;S
C989;Elven Copper Salmon of Incitement;Elven Salmon that are seemingly made of Copper. They radiate Elven energy and when used/consumed will have the effect of Incitement. Very rare!;7;S
C990;Chaotic Iron Essences;Chaotic Essences that are seemingly made of Iron. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;22;A
C991;Divine Platinum Panties;Divine Panties that are seemingly made of Platinum. They radiate Divine energy and their effects are unknown though one might surmise them from its name.;9;A
C992;Abyssal Iron Essences;Abyssal Essences that are seemingly made of Iron. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;11;A
C993;Blessed Steel Pills of Infatuation;Blessed Pills that are seemingly made of Steel. They radiate Blessed energy and when used/consumed will have the effect of Infatuation. Very rare!;1;S
C994;Chaotic Copper Pearls;Chaotic Pearls that are seemingly made of Copper. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;29;A
C995;Magical Ruby Smoothies;Magical Smoothies that are seemingly made of Ruby. They radiate Magical energy and their effects are unknown though one might surmise them from its name.;18;A
C996;Corrupted Silver Bread Cloves of Fulfilling;Corrupted Bread Cloves that are seemingly made of Silver. They radiate Corrupted energy and when used/consumed will have the effect of Fulfilling. Very rare!;4;S
C997;Evil Steel Cupcakes;Evil Cupcakes that are seemingly made of Steel. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;12;A
C998;Grand Sapphire Cupcakes;Grand Cupcakes that are seemingly made of Sapphire. They radiate Grand energy and their effects are unknown though one might surmise them from its name.;15;A
C999;Magical Iron Sigils of Tempering;Magical Sigils that are seemingly made of Iron. They radiate Magical energy and when used/consumed will have the effect of Tempering. Very rare!;9;S
